Date,Vicinity,Area,Region,Confirmed,New_cases_diff,New_cases,Area.b,Population,Percent ,Rate
1-Apr-20,,Alberta,Canada,754,64,64,Alberta,4413216,0.00017085,0.00017085
2-Apr-20,,Alberta,Canada,969,215,215,Alberta,4413217,0.000219568,0.000219568
3-Apr-20,,Alberta,Canada,969,0,0,Alberta,4413218,0.000219568,0.000219568
4-Apr-20,,Alberta,Canada,1075,106,106,Alberta,4413219,0.000243586,0.000243586
5-Apr-20,,Alberta,Canada,1181,106,106,Alberta,4413220,0.000267605,0.000267605
6-Apr-20,,Alberta,Canada,1250,69,69,Alberta,4413221,0.00028324,0.00028324
7-Apr-20,,Alberta,Canada,1373,123,123,Alberta,4413222,0.000311111,0.000311111
8-Apr-20,,Alberta,Canada,1373,0,0,Alberta,4413223,0.00031111,0.00031111
9-Apr-20,,Alberta,Canada,1423,50,50,Alberta,4413224,0.00032244,0.00032244
10-Apr-20,,Alberta,Canada,1451,28,28,Alberta,4413225,0.000328785,0.000328785
11-Apr-20,,Alberta,Canada,1567,116,116,Alberta,4413226,0.000355069,0.000355069
12-Apr-20,,Alberta,Canada,1567,0,0,Alberta,4413227,0.000355069,0.000355069
13-Apr-20,,Alberta,Canada,1732,165,165,Alberta,4413228,0.000392456,0.000392456
14-Apr-20,,Alberta,Canada,1870,138,138,Alberta,4413229,0.000423726,0.000423726
15-Apr-20,,Alberta,Canada,1870,0,0,Alberta,4413230,0.000423726,0.000423726
16-Apr-20,,Alberta,Canada,1996,126,126,Alberta,4413231,0.000452276,0.000452276
17-Apr-20,,Alberta,Canada,2397,401,401,Alberta,4413232,0.000543139,0.000543139
18-Apr-20,,Alberta,Canada,2562,165,165,Alberta,4413233,0.000580527,0.000580527
19-Apr-20,,Alberta,Canada,2803,241,241,Alberta,4413234,0.000635135,0.000635135
20-Apr-20,,Alberta,Canada,2908,105,105,Alberta,4413235,0.000658927,0.000658927
21-Apr-20,,Alberta,Canada,3095,187,187,Alberta,4413236,0.000701299,0.000701299
22-Apr-20,,Alberta,Canada,3401,306,306,Alberta,4413237,0.000770636,0.000770636
23-Apr-20,,Alberta,Canada,3720,319,319,Alberta,4413238,0.000842919,0.000842919
24-Apr-20,,Alberta,Canada,4017,297,297,Alberta,4413239,0.000910216,0.000910216
25-Apr-20,,Alberta,Canada,4233,216,216,Alberta,4413240,0.000959159,0.000959159
26-Apr-20,,Alberta,Canada,4480,247,247,Alberta,4413241,0.001015127,0.001015127
27-Apr-20,,Alberta,Canada,4696,216,216,Alberta,4413242,0.00106407,0.00106407
28-Apr-20,,Alberta,Canada,4850,154,154,Alberta,4413243,0.001098965,0.001098965
29-Apr-20,,Alberta,Canada,5165,315,315,Alberta,4413244,0.001170341,0.001170341
30-Apr-20,,Alberta,Canada,5355,190,190,Alberta,4413245,0.001213393,0.001213393
1-May-20,,Alberta,Canada,5573,218,218,Alberta,4413246,0.001262789,0.001262789
2-May-20,,Alberta,Canada,5670,97,97,Alberta,4413247,0.001284768,0.001284768
3-May-20,,Alberta,Canada,5766,96,96,Alberta,4413248,0.001306521,0.001306521
4-May-20,,Alberta,Canada,5836,70,70,Alberta,4413249,0.001322382,0.001322382
5-May-20,,Alberta,Canada,5893,57,57,Alberta,4413250,0.001335297,0.001335297
6-May-20,,Alberta,Canada,5963,70,70,Alberta,4413251,0.001351158,0.001351158
7-May-20,,Alberta,Canada,6017,54,54,Alberta,4413252,0.001363394,0.001363394
8-May-20,,Alberta,Canada,6098,81,81,Alberta,4413253,0.001381747,0.001381747
9-May-20,,Alberta,Canada,6157,59,59,Alberta,4413254,0.001395116,0.001395116
10-May-20,,Alberta,Canada,6253,96,96,Alberta,4413255,0.001416868,0.001416868
11-May-20,,Alberta,Canada,6300,47,47,Alberta,4413256,0.001427517,0.001427517
12-May-20,,Alberta,Canada,6345,45,45,Alberta,4413257,0.001437714,0.001437714
13-May-20,,Alberta,Canada,6407,62,62,Alberta,4413258,0.001451762,0.001451762
14-May-20,,Alberta,Canada,6457,50,50,Alberta,4413259,0.001463091,0.001463091
15-May-20,,Alberta,Canada,6515,58,58,Alberta,4413260,0.001476233,0.001476233
16-May-20,,Alberta,Canada,6587,72,72,Alberta,4413261,0.001492547,0.001492547
17-May-20,,Alberta,Canada,6644,57,57,Alberta,4413262,0.001505462,0.001505462
18-May-20,,Alberta,Canada,6683,39,39,Alberta,4413263,0.001514299,0.001514299
19-May-20,,Alberta,Canada,6716,33,33,Alberta,4413264,0.001521776,0.001521776
20-May-20,,Alberta,Canada,6735,19,19,Alberta,4413265,0.001526081,0.001526081
21-May-20,,Alberta,Canada,6768,33,33,Alberta,4413266,0.001533558,0.001533558
22-May-20,,Alberta,Canada,6800,32,32,Alberta,4413267,0.001540809,0.001540809
23-May-20,,Alberta,Canada,6818,18,18,Alberta,4413268,0.001544887,0.001544887
24-May-20,,Alberta,Canada,6860,42,42,Alberta,4413269,0.001554403,0.001554403
25-May-20,,Alberta,Canada,6879,19,19,Alberta,4413270,0.001558708,0.001558708
26-May-20,,Alberta,Canada,6901,22,22,Alberta,4413271,0.001563693,0.001563693
27-May-20,,Alberta,Canada,6926,25,25,Alberta,4413272,0.001569357,0.001569357
28-May-20,,Alberta,Canada,6955,29,29,Alberta,4413273,0.001575928,0.001575928
29-May-20,,Alberta,Canada,6979,24,24,Alberta,4413274,0.001581366,0.001581366
30-May-20,,Alberta,Canada,6992,13,13,Alberta,4413275,0.001584311,0.001584311
31-May-20,,Alberta,Canada,7010,18,18,Alberta,4413276,0.001588389,0.001588389
1-Jun-20,,Alberta,Canada,7044,34,34,Alberta,4413277,0.001596093,0.001596093
2-Jun-20,,Alberta,Canada,7057,13,13,Alberta,4413278,0.001599038,0.001599038
3-Jun-20,,Alberta,Canada,7076,19,19,Alberta,4413279,0.001603343,0.001603343
4-Jun-20,,Alberta,Canada,7091,15,15,Alberta,4413280,0.001606741,0.001606741
5-Jun-20,,Alberta,Canada,7098,7,7,Alberta,4413281,0.001608327,0.001608327
6-Jun-20,,Alberta,Canada,7138,40,40,Alberta,4413282,0.00161739,0.00161739
7-Jun-20,,Alberta,Canada,7138,0,0,Alberta,4413283,0.00161739,0.00161739
8-Jun-20,,Alberta,Canada,7202,64,64,Alberta,4413284,0.001631891,0.001631891
9-Jun-20,,Alberta,Canada,7229,27,27,Alberta,4413285,0.001638009,0.001638009
10-Jun-20,,Alberta,Canada,7276,47,47,Alberta,4413286,0.001648658,0.001648658
11-Jun-20,,Alberta,Canada,7316,40,40,Alberta,4413287,0.001657721,0.001657721
12-Jun-20,,Alberta,Canada,7346,30,30,Alberta,4413288,0.001664519,0.001664519
13-Jun-20,,Alberta,Canada,7383,37,37,Alberta,4413289,0.001672902,0.001672902
22-Jan-20,,British Columbia,Canada,0,-7383,0,British Columbia,5110917,0,0
23-Jan-20,,British Columbia,Canada,0,0,0,British Columbia,5110918,0,0
24-Jan-20,,British Columbia,Canada,0,0,0,British Columbia,5110919,0,0
25-Jan-20,,British Columbia,Canada,0,0,0,British Columbia,5110920,0,0
26-Jan-20,,British Columbia,Canada,0,0,0,British Columbia,5110921,0,0
27-Jan-20,,British Columbia,Canada,0,0,0,British Columbia,5110922,0,0
28-Jan-20,,British Columbia,Canada,1,1,1,British Columbia,5110923,1.96E-07,1.96E-07
29-Jan-20,,British Columbia,Canada,1,0,0,British Columbia,5110924,1.96E-07,1.96E-07
30-Jan-20,,British Columbia,Canada,1,0,0,British Columbia,5110925,1.96E-07,1.96E-07
31-Jan-20,,British Columbia,Canada,1,0,0,British Columbia,5110926,1.96E-07,1.96E-07
1-Feb-20,,British Columbia,Canada,1,0,0,British Columbia,5110927,1.96E-07,1.96E-07
2-Feb-20,,British Columbia,Canada,1,0,0,British Columbia,5110928,1.96E-07,1.96E-07
3-Feb-20,,British Columbia,Canada,1,0,0,British Columbia,5110929,1.96E-07,1.96E-07
4-Feb-20,,British Columbia,Canada,1,0,0,British Columbia,5110930,1.96E-07,1.96E-07
5-Feb-20,,British Columbia,Canada,2,1,1,British Columbia,5110931,3.91E-07,3.91E-07
6-Feb-20,,British Columbia,Canada,2,0,0,British Columbia,5110932,3.91E-07,3.91E-07
7-Feb-20,,British Columbia,Canada,4,2,2,British Columbia,5110933,7.83E-07,7.83E-07
8-Feb-20,,British Columbia,Canada,4,0,0,British Columbia,5110934,7.83E-07,7.83E-07
9-Feb-20,,British Columbia,Canada,4,0,0,British Columbia,5110935,7.83E-07,7.83E-07
10-Feb-20,,British Columbia,Canada,4,0,0,British Columbia,5110936,7.83E-07,7.83E-07
11-Feb-20,,British Columbia,Canada,4,0,0,British Columbia,5110937,7.83E-07,7.83E-07
12-Feb-20,,British Columbia,Canada,4,0,0,British Columbia,5110938,7.83E-07,7.83E-07
13-Feb-20,,British Columbia,Canada,4,0,0,British Columbia,5110939,7.83E-07,7.83E-07
14-Feb-20,,British Columbia,Canada,4,0,0,British Columbia,5110940,7.83E-07,7.83E-07
15-Feb-20,,British Columbia,Canada,4,0,0,British Columbia,5110941,7.83E-07,7.83E-07
16-Feb-20,,British Columbia,Canada,4,0,0,British Columbia,5110942,7.83E-07,7.83E-07
17-Feb-20,,British Columbia,Canada,5,1,1,British Columbia,5110943,9.78E-07,9.78E-07
18-Feb-20,,British Columbia,Canada,5,0,0,British Columbia,5110944,9.78E-07,9.78E-07
19-Feb-20,,British Columbia,Canada,5,0,0,British Columbia,5110945,9.78E-07,9.78E-07
20-Feb-20,,British Columbia,Canada,5,0,0,British Columbia,5110946,9.78E-07,9.78E-07
21-Feb-20,,British Columbia,Canada,6,1,1,British Columbia,5110947,1.17E-06,1.17E-06
22-Feb-20,,British Columbia,Canada,6,0,0,British Columbia,5110948,1.17E-06,1.17E-06
23-Feb-20,,British Columbia,Canada,6,0,0,British Columbia,5110949,1.17E-06,1.17E-06
24-Feb-20,,British Columbia,Canada,6,0,0,British Columbia,5110950,1.17E-06,1.17E-06
25-Feb-20,,British Columbia,Canada,7,1,1,British Columbia,5110951,1.37E-06,1.37E-06
26-Feb-20,,British Columbia,Canada,7,0,0,British Columbia,5110952,1.37E-06,1.37E-06
27-Feb-20,,British Columbia,Canada,7,0,0,British Columbia,5110953,1.37E-06,1.37E-06
28-Feb-20,,British Columbia,Canada,7,0,0,British Columbia,5110954,1.37E-06,1.37E-06
29-Feb-20,,British Columbia,Canada,8,1,1,British Columbia,5110955,1.57E-06,1.57E-06
1-Mar-20,,British Columbia,Canada,8,0,0,British Columbia,5110956,1.57E-06,1.57E-06
2-Mar-20,,British Columbia,Canada,8,0,0,British Columbia,5110957,1.57E-06,1.57E-06
3-Mar-20,,British Columbia,Canada,9,1,1,British Columbia,5110958,1.76E-06,1.76E-06
4-Mar-20,,British Columbia,Canada,12,3,3,British Columbia,5110959,2.35E-06,2.35E-06
5-Mar-20,,British Columbia,Canada,13,1,1,British Columbia,5110960,2.54E-06,2.54E-06
6-Mar-20,,British Columbia,Canada,21,8,8,British Columbia,5110961,4.11E-06,4.11E-06
7-Mar-20,,British Columbia,Canada,21,0,0,British Columbia,5110962,4.11E-06,4.11E-06
8-Mar-20,,British Columbia,Canada,27,6,6,British Columbia,5110963,5.28E-06,5.28E-06
9-Mar-20,,British Columbia,Canada,32,5,5,British Columbia,5110964,6.26E-06,6.26E-06
10-Mar-20,,British Columbia,Canada,32,0,0,British Columbia,5110965,6.26E-06,6.26E-06
11-Mar-20,,British Columbia,Canada,39,7,7,British Columbia,5110966,7.63E-06,7.63E-06
12-Mar-20,,British Columbia,Canada,46,7,7,British Columbia,5110967,9.00E-06,9.00E-06
13-Mar-20,,British Columbia,Canada,64,18,18,British Columbia,5110968,1.25E-05,1.25E-05
14-Mar-20,,British Columbia,Canada,64,0,0,British Columbia,5110969,1.25E-05,1.25E-05
15-Mar-20,,British Columbia,Canada,73,9,9,British Columbia,5110970,1.43E-05,1.43E-05
16-Mar-20,,British Columbia,Canada,103,30,30,British Columbia,5110971,2.02E-05,2.02E-05
17-Mar-20,,British Columbia,Canada,103,0,0,British Columbia,5110972,2.02E-05,2.02E-05
18-Mar-20,,British Columbia,Canada,186,83,83,British Columbia,5110973,3.64E-05,3.64E-05
19-Mar-20,,British Columbia,Canada,231,45,45,British Columbia,5110974,4.52E-05,4.52E-05
20-Mar-20,,British Columbia,Canada,271,40,40,British Columbia,5110975,5.30E-05,5.30E-05
21-Mar-20,,British Columbia,Canada,424,153,153,British Columbia,5110976,8.30E-05,8.30E-05
22-Mar-20,,British Columbia,Canada,424,0,0,British Columbia,5110977,8.30E-05,8.30E-05
23-Mar-20,,British Columbia,Canada,472,48,48,British Columbia,5110978,9.24E-05,9.24E-05
24-Mar-20,,British Columbia,Canada,617,145,145,British Columbia,5110979,0.000120721,0.000120721
25-Mar-20,,British Columbia,Canada,617,0,0,British Columbia,5110980,0.00012072,0.00012072
26-Mar-20,,British Columbia,Canada,725,108,108,British Columbia,5110981,0.000141851,0.000141851
27-Mar-20,,British Columbia,Canada,725,0,0,British Columbia,5110982,0.000141851,0.000141851
28-Mar-20,,British Columbia,Canada,884,159,159,British Columbia,5110983,0.000172961,0.000172961
29-Mar-20,,British Columbia,Canada,884,0,0,British Columbia,5110984,0.000172961,0.000172961
30-Mar-20,,British Columbia,Canada,970,86,86,British Columbia,5110985,0.000189787,0.000189787
31-Mar-20,,British Columbia,Canada,1013,43,43,British Columbia,5110986,0.000198201,0.000198201
1-Apr-20,,British Columbia,Canada,1013,0,0,British Columbia,5110987,0.0001982,0.0001982
2-Apr-20,,British Columbia,Canada,1121,108,108,British Columbia,5110988,0.000219331,0.000219331
3-Apr-20,,British Columbia,Canada,1174,53,53,British Columbia,5110989,0.000229701,0.000229701
4-Apr-20,,British Columbia,Canada,1203,29,29,British Columbia,5110990,0.000235375,0.000235375
5-Apr-20,,British Columbia,Canada,1203,0,0,British Columbia,5110991,0.000235375,0.000235375
6-Apr-20,,British Columbia,Canada,1266,63,63,British Columbia,5110992,0.000247701,0.000247701
7-Apr-20,,British Columbia,Canada,1266,0,0,British Columbia,5110993,0.000247701,0.000247701
8-Apr-20,,British Columbia,Canada,1291,25,25,British Columbia,5110994,0.000252593,0.000252593
9-Apr-20,,British Columbia,Canada,1336,45,45,British Columbia,5110995,0.000261397,0.000261397
10-Apr-20,,British Columbia,Canada,1370,34,34,British Columbia,5110996,0.00026805,0.00026805
11-Apr-20,,British Columbia,Canada,1445,75,75,British Columbia,5110997,0.000282724,0.000282724
12-Apr-20,,British Columbia,Canada,1445,0,0,British Columbia,5110998,0.000282724,0.000282724
13-Apr-20,,British Columbia,Canada,1490,45,45,British Columbia,5110999,0.000291528,0.000291528
14-Apr-20,,British Columbia,Canada,1490,0,0,British Columbia,5111000,0.000291528,0.000291528
15-Apr-20,,British Columbia,Canada,1517,27,27,British Columbia,5111001,0.000296811,0.000296811
16-Apr-20,,British Columbia,Canada,1561,44,44,British Columbia,5111002,0.00030542,0.00030542
17-Apr-20,,British Columbia,Canada,1575,14,14,British Columbia,5111003,0.000308159,0.000308159
18-Apr-20,,British Columbia,Canada,1618,43,43,British Columbia,5111004,0.000316572,0.000316572
19-Apr-20,,British Columbia,Canada,1647,29,29,British Columbia,5111005,0.000322246,0.000322246
20-Apr-20,,British Columbia,Canada,1647,0,0,British Columbia,5111006,0.000322246,0.000322246
21-Apr-20,,British Columbia,Canada,1724,77,77,British Columbia,5111007,0.000337311,0.000337311
22-Apr-20,,British Columbia,Canada,1795,71,71,British Columbia,5111008,0.000351203,0.000351203
23-Apr-20,,British Columbia,Canada,1824,29,29,British Columbia,5111009,0.000356877,0.000356877
24-Apr-20,,British Columbia,Canada,1853,29,29,British Columbia,5111010,0.000362551,0.000362551
25-Apr-20,,British Columbia,Canada,1948,95,95,British Columbia,5111011,0.000381138,0.000381138
26-Apr-20,,British Columbia,Canada,1948,0,0,British Columbia,5111012,0.000381138,0.000381138
27-Apr-20,,British Columbia,Canada,1998,50,50,British Columbia,5111013,0.000390921,0.000390921
28-Apr-20,,British Columbia,Canada,2053,55,55,British Columbia,5111014,0.000401682,0.000401682
29-Apr-20,,British Columbia,Canada,2087,34,34,British Columbia,5111015,0.000408334,0.000408334
30-Apr-20,,British Columbia,Canada,2112,25,25,British Columbia,5111016,0.000413225,0.000413225
1-May-20,,British Columbia,Canada,2145,33,33,British Columbia,5111017,0.000419682,0.000419682
2-May-20,,British Columbia,Canada,2171,26,26,British Columbia,5111018,0.000424769,0.000424769
3-May-20,,British Columbia,Canada,2171,0,0,British Columbia,5111019,0.000424769,0.000424769
4-May-20,,British Columbia,Canada,2224,53,53,British Columbia,5111020,0.000435138,0.000435138
5-May-20,,British Columbia,Canada,2232,8,8,British Columbia,5111021,0.000436703,0.000436703
6-May-20,,British Columbia,Canada,2255,23,23,British Columbia,5111022,0.000441203,0.000441203
7-May-20,,British Columbia,Canada,2288,33,33,British Columbia,5111023,0.00044766,0.00044766
8-May-20,,British Columbia,Canada,2315,27,27,British Columbia,5111024,0.000452943,0.000452943
9-May-20,,British Columbia,Canada,2330,15,15,British Columbia,5111025,0.000455877,0.000455877
10-May-20,,British Columbia,Canada,2330,0,0,British Columbia,5111026,0.000455877,0.000455877
11-May-20,,British Columbia,Canada,2353,23,23,British Columbia,5111027,0.000460377,0.000460377
12-May-20,,British Columbia,Canada,2360,7,7,British Columbia,5111028,0.000461747,0.000461747
13-May-20,,British Columbia,Canada,2376,16,16,British Columbia,5111029,0.000464877,0.000464877
14-May-20,,British Columbia,Canada,2392,16,16,British Columbia,5111030,0.000468007,0.000468007
15-May-20,,British Columbia,Canada,2407,15,15,British Columbia,5111031,0.000470942,0.000470942
16-May-20,,British Columbia,Canada,2428,21,21,British Columbia,5111032,0.000475051,0.000475051
17-May-20,,British Columbia,Canada,2428,0,0,British Columbia,5111033,0.000475051,0.000475051
18-May-20,,British Columbia,Canada,2444,16,16,British Columbia,5111034,0.000478181,0.000478181
19-May-20,,British Columbia,Canada,2446,2,2,British Columbia,5111035,0.000478572,0.000478572
20-May-20,,British Columbia,Canada,2467,21,21,British Columbia,5111036,0.000482681,0.000482681
21-May-20,,British Columbia,Canada,2479,12,12,British Columbia,5111037,0.000485029,0.000485029
22-May-20,,British Columbia,Canada,2507,28,28,British Columbia,5111038,0.000490507,0.000490507
23-May-20,,British Columbia,Canada,2517,10,10,British Columbia,5111039,0.000492463,0.000492463
24-May-20,,British Columbia,Canada,2517,0,0,British Columbia,5111040,0.000492463,0.000492463
25-May-20,,British Columbia,Canada,2530,13,13,British Columbia,5111041,0.000495007,0.000495007
26-May-20,,British Columbia,Canada,2541,11,11,British Columbia,5111042,0.000497159,0.000497159
27-May-20,,British Columbia,Canada,2550,9,9,British Columbia,5111043,0.00049892,0.00049892
28-May-20,,British Columbia,Canada,2558,8,8,British Columbia,5111044,0.000500485,0.000500485
29-May-20,,British Columbia,Canada,2562,4,4,British Columbia,5111045,0.000501267,0.000501267
30-May-20,,British Columbia,Canada,2573,11,11,British Columbia,5111046,0.000503419,0.000503419
31-May-20,,British Columbia,Canada,2573,0,0,British Columbia,5111047,0.000503419,0.000503419
1-Jun-20,,British Columbia,Canada,2597,24,24,British Columbia,5111048,0.000508115,0.000508115
2-Jun-20,,British Columbia,Canada,2601,4,4,British Columbia,5111049,0.000508897,0.000508897
3-Jun-20,,British Columbia,Canada,2623,22,22,British Columbia,5111050,0.000513202,0.000513202
4-Jun-20,,British Columbia,Canada,2632,9,9,British Columbia,5111051,0.000514963,0.000514963
5-Jun-20,,British Columbia,Canada,2632,0,0,British Columbia,5111052,0.000514962,0.000514962
6-Jun-20,,British Columbia,Canada,2632,0,0,British Columbia,5111053,0.000514962,0.000514962
7-Jun-20,,British Columbia,Canada,2632,0,0,British Columbia,5111054,0.000514962,0.000514962
8-Jun-20,,British Columbia,Canada,2659,27,27,British Columbia,5111055,0.000520245,0.000520245
9-Jun-20,,British Columbia,Canada,2669,10,10,British Columbia,5111056,0.000522201,0.000522201
10-Jun-20,,British Columbia,Canada,2680,11,11,British Columbia,5111057,0.000524353,0.000524353
11-Jun-20,,British Columbia,Canada,2694,14,14,British Columbia,5111058,0.000527092,0.000527092
12-Jun-20,,British Columbia,Canada,2709,15,15,British Columbia,5111059,0.000530027,0.000530027
13-Jun-20,,British Columbia,Canada,2709,0,0,British Columbia,5111060,0.000530027,0.000530027
22-Jan-20,,Manitoba,Canada,0,-13,0,Manitoba,1377517,0,0
23-Jan-20,,Manitoba,Canada,0,0,0,Manitoba,1377518,0,0
24-Jan-20,,Manitoba,Canada,0,0,0,Manitoba,1377519,0,0
25-Jan-20,,Manitoba,Canada,0,0,0,Manitoba,1377520,0,0
26-Jan-20,,Manitoba,Canada,0,0,0,Manitoba,1377521,0,0
27-Jan-20,,Manitoba,Canada,0,0,0,Manitoba,1377522,0,0
28-Jan-20,,Manitoba,Canada,0,0,0,Manitoba,1377523,0,0
29-Jan-20,,Manitoba,Canada,0,0,0,Manitoba,1377524,0,0
30-Jan-20,,Manitoba,Canada,0,0,0,Manitoba,1377525,0,0
31-Jan-20,,Manitoba,Canada,0,0,0,Manitoba,1377526,0,0
1-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377527,0,0
2-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377528,0,0
3-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377529,0,0
4-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377530,0,0
5-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377531,0,0
6-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377532,0,0
7-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377533,0,0
8-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377534,0,0
9-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377535,0,0
10-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377536,0,0
11-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377537,0,0
12-Feb-20,,Manitoba,Canada,0,0,0,Manitoba,1377538,0,0
